hips_JNTa_x,hips_JNTa_y,hips_JNTa_z,hips_JNTw_x,hips_JNTw_y,hips_JNTw_z,
-2.401733,0.2441406,4.449463,-4.829171,-0.6221008,3.796635,
-6.906128,-16.30249,15.51208,-3.630202,-1.443787,-3.154869,
1.344299,-7.043457,4.324341,-3.243672,-1.319122,-2.977314,
-29.81262,10.40039,39.11743,-4.080105,-2.876587,-13.01683,
21.94977,-22.71729,0.04272461,-2.62257,-2.047882,-8.946991,
-95.58258,-15.26794,12.26807,-2.827125,-8.719788,-31.2832,
46.03424,-19.57703,-3.109741,-1.44481,-5.4953,-19.32876,
14.11285,4.580688,76.14441,1.108688,-3.639374,-9.1469,
9.686279,-0.8056641,-22.20459,1.015456,-2.784576,-7.005234,
11.89728,2.572632,-31.72607,1.456617,-2.021179,-4.33814,
-12.27722,-9.402466,9.204102,2.16239,-2.673492,-6.04614,
21.83075,12.27112,-38.56812,1.230662,-0.4032898,-3.373511,
-1.489258,-3.146362,2.090454,1.358281,-0.4214478,-3.616538,
17.38129,3.796387,9.945679,-0.2683485,1.598358,-5.220106,
1.977539,-1.156616,0.3997803,-0.5695522,2.128754,-6.152008,
18.08624,20.45288,-21.41724,-2.075335,2.036285,-3.14697,
-0.09307861,5.029297,-5.908203,-1.68202,1.02417,-0.4185677,
6.07605,4.589844,-6.002808,-1.796064,1.056519,1.687852,
17.35535,6.762695,0.06713867,-2.747331,1.610413,4.480704,
-6.021118,-2.215576,-10.04639,-1.770181,1.243896,6.105134,
12.6358,6.744385,-21.88416,-1.969103,1.62323,10.26147,
-28.95355,-17.74292,30.48096,-0.5353257,0.6231689,3.895805,
107.3914,41.45508,-170.3735,0.902099,5.966034,37.00661,
-42.70172,-40.70129,91.90979,2.31397,3.474579,21.48033,
-34.30634,-9.277344,73.59619,2.768869,1.485748,9.11314,
-2.7771,-2.554321,14.66064,3.857331,1.630096,9.3396,
-24.97864,-3.186035,34.6283,4.315258,1.196442,5.489216,
2.133179,-12.69836,18.20068,6.180847,1.0495,5.342455,
-13.74969,0.8117676,0.7110596,4.748654,-0.1121521,0.3969383,
2.919006,-6.158447,0.2990723,4.886322,-0.1260376,0.5130005,
-38.14087,-50.8606,121.1823,15.01172,-2.097015,-18.0841,
18.94684,-2.22168,-19.10706,9.637465,-1.399384,-11.3979,
-5.662537,41.20483,-73.30322,4.813781,-1.141968,-11.6815,
-0.2655029,-12.89063,11.46851,5.701795,-1.336517,-14.02991,
6.610107,16.27197,-37.46338,3.192215,-0.569458,-9.212565,
0.8834839,-3.237915,0.6774902,3.309565,-0.5979919,-9.50078,
1.985168,21.0083,-27.58179,1.952906,0.164032,-4.853859,
-2.754211,-4.187012,6.304932,2.883348,0.4489136,-6.827631,
17.24243,18.24341,-36.01685,0.07082939,2.137756,6.80202,
1.882935,1.159668,-3.543091,-0.124507,2.410889,8.25798,
3.314209,7.641602,-17.04102,-1.56991,1.3591,8.784451,
0.6668091,1.99585,-5.728149,-2.131591,0.7496643,8.345919,
0.52948,18.11829,-20.18433,-3.56226,0.2072144,8.101602,
-4.930115,-4.266357,11.19995,-2.870941,-0.09353638,5.089455,
-3.549194,5.224609,3.921509,-3.193307,-0.309906,2.839384,
-0.6820679,16.75415,-13.60474,-4.883804,-0.6733704,1.572723,
-15.66315,13.69934,-38.09204,-5.328865,-0.8091736,-3.11327,
-12.59003,18.89038,-10.94055,-9.775186,-1.545105,-9.303551,
-2.760315,-35.91309,65.53345,-5.041919,-0.7319641,-5.818257,
-8.517456,-11.42273,47.84851,-2.683361,-0.2867126,-5.015631,
22.09015,-21.65527,-4.86145,-1.170902,-0.1283264,-2.187595,
-58.48999,8.74939,8.657837,-3.924949,-0.6221008,-9.820037,
16.61072,-23.39172,6.680298,-1.930714,-0.4359436,-6.349053,
16.716,-3.936768,20.77332,-0.7565689,-0.2909851,-3.934231,
-14.83612,-8.19397,14.29443,-0.9591055,-0.4011536,-5.352974,
-11.22437,-16.13159,4.013062,-2.179751,-2.548523,-13.22016,
5.175781,-8.813477,-16.44592,-2.048268,-2.63443,-12.77616,
57.25403,41.70532,-42.90161,0,0,0,
-13.00812,-12.18567,-29.17786,-2.088227,-1.599579,-6.353801,
5.89447,-0.2868652,7.952881,-2.252953,-1.320801,-5.435728,
9.750366,5.130005,13.1012,-2.531908,-0.8482361,3596.026,
5.87616,5.093384,-3.378296,-2.334964,-0.4525757,-1.820068,
4.350281,3.78418,-2.5177,-2.189958,-0.1649475,-0.2810669,
-12.86316,-1.535034,14.01978,0,0,0,
70.01801,38.16528,-21.0144,-2.38631,7.480164,-3582.197,
-40.48767,-20.88013,7.659912,-0.2849293,3.666229,7.955321,
-1.599121,1.733398,-8.441162,0.7012558,4.044037,7.647159,
9.663391,4.718018,-15.06042,1.254741,5.418091,9.74473,
3.274536,-0.4821777,-19.94934,2.076429,5.848083,9.309983,
-1.118469,-8.502197,5.319214,2.107712,4.54422,6.924405,
-39.75067,-14.7522,51.48621,0,0,0,
