label,Average_energy,Acceleration_mean(3-axis)_x,Acceleration_mean(3-axis)_y,Acceleration_mean(3-axis)_z,Acceleration_std(3-axis)_x,Acceleration_std(3-axis)_y,Acceleration_std(3-axis)_z,Acceleration_max(3-axis)_x,Acceleration_max(3-axis)_y,Acceleration_max(3-axis)_z,Acceleration_min(3-axis)_x,Acceleration_min(3-axis)_y,Acceleration_min(3-axis)_z,Acceleration_pv(3-axis)_x,Acceleration_pv(3-axis)_y,Acceleration_pv(3-axis)_z,Synthetic_acceleration_mean,Synthetic_acceleration_std,
walk,63.50787,-0.1995277,-0.7140347,1.166114,21.84842,25.98149,44.41596,83.88519,106.2012,131.8787,-49.53461,-72.81189,-138.9069,133.4198,179.0131,270.7856,41.58181,37.39026,
walk,58.41947,-0.9056093,-0.4986188,0.8366011,19.06825,23.48158,41.85727,74.26758,106.2012,131.8787,-49.53461,-72.81189,-138.9069,123.8022,179.0131,270.7856,38.25113,34.72224,
walk,58.09027,-0.2981572,-0.9882351,1.823044,20.14544,23.43556,42.12988,74.26758,106.2012,131.8787,-49.53461,-72.81189,-138.9069,123.8022,179.0131,270.7856,38.1216,35.79279,
walk,65.3177,-0.1753811,0.3174591,-0.2839653,18.27051,33.53326,50.10189,74.26758,159.9884,167.1051,-47.02759,-123.5596,-212.4786,121.2952,283.548,379.5837,43.04825,45.99512,
walk,67.29971,1.209201,0.4981229,-1.84288,22.37584,33.18369,47.76063,68.60809,159.9884,167.1051,-78.74451,-123.5596,-212.4786,147.3526,283.548,379.5837,43.78722,44.39256,
walk,78.74145,0.4814908,0.5744561,-0.7628633,22.46741,39.48406,66.7579,68.60809,159.9884,313.9343,-78.74451,-152.8503,-253.9459,147.3526,312.8387,567.8802,52.24755,61.57702,
walk,76.83458,0.3313636,0.5196005,-0.8493813,22.15074,38.93971,66.66405,68.60809,159.9884,313.9343,-78.74451,-152.8503,-253.9459,147.3526,312.8387,567.8802,51.1087,61.96817,
walk,65.66024,0.08890157,-0.68878,0.5590051,23.82991,30.10329,58.05676,68.60809,123.0408,313.9343,-78.74451,-152.8503,-253.9459,147.3526,275.8911,567.8802,43.48981,54.35155,
walk,55.01104,-1.275234,-0.3985961,1.416054,16.77507,29.17469,54.57481,57.48444,123.0408,313.9343,-64.30206,-152.8503,-253.9459,121.7865,275.8911,567.8802,37.00241,52.39835,
walk,43.44973,0.009098202,-0.8748239,1.461945,16.4326,19.19531,31.60083,57.48444,109.6436,112.2467,-64.30206,-60.69946,-122.6013,121.7865,170.3431,234.848,28.99139,28.27551,
walk,41.87063,-0.8556557,-0.06572674,0.07701868,14.74149,19.24229,29.77759,46.41724,109.6436,112.2467,-64.30206,-60.69946,-122.6013,110.7193,170.3431,234.848,28.07929,26.20264,
walk,40.21641,0.7751846,0.3160477,-0.3582385,16.34784,13.2729,28.14433,66.14838,46.98486,112.2467,-43.48755,-25.03052,-63.60474,109.6359,72.01538,175.8514,26.73137,22.84266,
