r_upleg_JNTa_x,r_upleg_JNTa_y,r_upleg_JNTa_z,r_upleg_JNTw_x,r_upleg_JNTw_y,r_upleg_JNTw_z,
3.88031,-26.29242,0.8483887,-53.76343,19.84955,-13.67004,
-1.631927,-18.16864,-5.297852,-52.70172,22.42844,-16.99005,
-4.203796,-1.797485,1.345825,-38.96057,20.34805,-16.95343,
3.038788,-5.352783,44.13452,-58.03131,19.98566,-17.81982,
-1.037598,5.018616,42.81616,-62.88666,26.52878,-22.23328,
-3.502655,3.930664,-50.45166,-29.08081,13.94211,-12.45789,
-15.73029,15.10468,-23.39783,-17.55463,10.9639,-7.868347,
5.524445,-3.831482,-21.38977,-7.147522,4.883118,-3.444214,
-36.41968,20.65735,-70.34607,30.14008,-8.821259,6.58783,
7.933044,-11.09467,-8.795166,33.53027,-10.74829,7.472229,
15.0116,-10.79102,10.24475,38.22571,-13.80173,7.594604,
-0.09155273,-5.56488,-4.11377,40.99396,-14.32129,6.269531,
3.061676,2.787781,-17.06848,54.09485,-15.38269,9.519348,
7.391357,-6.472778,44.08875,24.06433,-11.1763,5.015869,
11.57455,4.205322,31.73828,0,0,0,
-3.048706,-5.848694,-52.15149,47.34589,-14.00681,16.91071,
21.69647,-15.64636,10.4126,49.55902,-7.62085,22.80365,
62.06818,-103.7689,-39.98413,-3476.502,-0.1567078,65.13641,
7.775116,-89.25171,3.701782,126.8549,14.41086,-3533.025,
-50.11444,116.8381,60.20203,46.16465,10.1535,27.19315,
2.064514,1.387024,58.45337,41.08875,11.81854,25.64143,
-15.95306,38.18359,0.5065918,23.4148,8.534851,15.89343,
25.34714,-99.02649,73.58398,64.32304,30.79391,45.89223,
-41.45966,97.4884,-54.84619,30.36121,20.90027,23.89815,
-9.53598,20.17975,-14.90173,22.27722,20.24017,20.29886,
1.160431,39.46533,-44.97681,0,0,0,
-63.26523,-70.40558,163.8672,70.79659,121.58,104.5031,
30.40237,73.83728,-88.94348,17.53891,29.15405,24.63326,
15.64636,8.522034,-33.3252,5.168114,4.819336,2.991524,
10.57968,-4.96521,-16.99829,0.4515076,-0.3642273,-1.067352,
-0.3799438,1.376343,2.371216,0.6983566,-0.2729797,-1.057014,
7.624817,-0.1739502,-13.5437,2.798424,1.231842,1.104755,
-0.4547119,-4.396057,-9.332275,6.50486,-8.410797,-7.061329,
-3.794098,-12.57324,-30.94482,26.29433,-59.49219,-51.42786,
3.640747,8.778381,26.84937,0,0,0,
-5.693054,-1.550293,-34.39331,15.2235,-78.84247,-71.5015,
7.313538,32.6767,-16.69617,-26.95343,-87.1489,-81.22598,
11.26099,-9.509277,17.7948,-29.37431,-20.16083,-19.52361,
-12.88147,-21.61713,33.29468,0,0,0,
31.99463,63.95569,-75.6012,-72.71797,-29.56161,-30.17176,
-19.75632,-33.69446,45.17822,-29.98684,-9.104004,-9.839463,
-12.23831,-30.26123,30.42297,0,0,0,
-21.49429,246.1395,-136.3464,-116.6797,-22.74048,3559.485,
-34.80911,16.88538,23.172,-156.3222,-8.713379,-41.47095,
31.76193,-169.7189,131.8359,-59.88555,3.766479,-12.12708,
-9.879303,9.358215,-11.87439,-65.66029,9.547424,-13.95813,
34.42078,-102.6642,-6.787109,0,0,0,
-40.81421,106.366,4.489136,3527.626,18.03314,-15.23132,
31.0463,-70.63446,37.57019,-40.52094,13.28537,-3.647766,
9.767914,-35.73151,-42.05933,0,0,0,
-15.59753,-2.796936,30.34668,-46.39771,16.48926,-5.769958,
-4.118347,-49.53156,42.21802,-83.53455,23.18817,-16.36353,
19.57474,31.87256,-55.09033,-12.04742,0.8488464,-4.526367,
1.81427,-27.84424,17.48962,-24.06921,0.9112549,-11.26434,
1.935577,21.91467,-26.22681,-5.854187,-3.933258,-7.309875,
-3.608704,26.3855,-8.737183,0,0,0,
7.336426,-37.48474,3.436279,-0.7125854,-9.869537,-12.8302,
0.4142761,17.58881,-20.72449,21.4502,-17.98141,-11.66077,
-7.750702,19.89594,17.28821,0,0,0,
9.360504,33.28094,-38.39722,112.3065,-47.9805,0.4693604,
12.56332,-24.56055,38.04321,49.86877,-9.891815,26.33881,
1.117706,-16.85333,-10.92834,-3553.446,-5.22171,24.00574,
-5.648804,-4.544067,4.244995,19.71366,0.6427002,13.87909,
27.45895,-31.86493,-21.93909,52.84597,4.528961,36.46362,
-16.44592,6.652832,4.425049,32.88127,6.714783,21.98425,
-0.8560181,-9.210205,1.586914,29.85425,8.69812,19.87732,
24.89471,-70.58868,-1.724243,57.72967,21.53168,-3558.747,
-52.44446,117.688,24.68872,0,0,0,
73.70377,-241.7572,-3.652954,78.88162,44.57382,69.09444,
-69.4809,230.159,15.802,3.72057,3.157501,5.158262,
2.249146,-7.188416,9.539795,6.122227,5.481873,8.795662,
-6.111145,17.01813,-16.3269,0.9654808,1.080322,1.650972,
0.5355835,-2.69928,7.357788,2.280331,2.574768,3.919611,
-0.8171082,3.512573,-7.003784,2.463818,1.856537,2.79357,
-0.07400513,0.7095337,-4.013062,0.8067131,0.5918884,0.8866501,
-0.403595,-0.4684448,-1.980591,1.234016,0.4032898,0.7181549,
-0.1983643,-0.1419067,-1.394653,1.234932,0.1628113,0.4130268,
0.5966187,0.8560181,1.672363,0,0,0,
-38.79623,-19.2276,-49.20044,3.111763,10.06439,-0.6932259,
20.10193,7.975769,4.400635,3.936653,3.183746,-0.8971882,
10.65598,4.862976,7.955933,3.724289,-0.0479126,-0.9149551,
12.20093,0.5905151,10.61707,2.25708,-4.009247,-1.582184,
9.87854,-8.108521,-39.01978,5.354557,-11.59027,-4.413118,
1.777649,21.94366,9.274292,-34.95972,-24.23264,-20.98266,
20.33539,-7.673645,-7.971191,-61.76498,-34.98108,-28.47877,
-13.56812,0.7904053,32.50732,-44.02332,-17.51572,-13.34591,
-12.85553,5.769348,7.836914,-37.27691,-9.117584,-6.985288,
-4.956055,4.382324,4.428101,-39.6706,-7.451782,-5.750763,
-4.774475,-11.30524,19.17114,0,0,0,
-19.17877,56.13098,-13.30566,-94.43404,-10.08575,-9.909979,
0.2799988,-9.53064,27.23389,3550.584,-4.24469,-5.004738,
-27.65656,65.44342,33.91418,-111.1743,-9.711914,3587.245,
-3.607941,-7.452393,10.60181,-108.6642,-11.0257,-16.17981,
3.289795,-79.19312,75.43335,-178.7347,-21.83701,-7.075195,
18.33954,-63.25989,-66.16516,-136.7004,-9.426727,-6.177368,
19.03458,22.00775,-57.3761,-35.98114,-3.160706,-2.131958,
-4.937744,-56.10657,5.938721,-86.78558,7.576599,-12.41516,
-3.740692,-24.25842,-20.58716,-94.07837,38.51059,-45.51514,
18.1778,96.21887,4.312134,0,0,0,
-22.13364,-151.6678,-34.56726,-71.55731,945.1321,-951.6583,
5.012512,75.88501,43.33191,33.71277,288.7283,-296.1006,
2.581024,-47.89429,3.759766,57.55341,89.65546,-100.0092,
16.54816,119.4977,0.8789063,-0.793457,-15.23743,13.5347,
0.4310608,-1.335144,1.928711,-0.7824707,-17.59888,15.59509,
3.546906,23.66638,6.82373,-12.8479,-34.17725,34.98657,
3.56369,20.00732,5.923462,-22.72064,-72.10144,75.15793,
-10.16998,28.69873,-10.52551,-26.37604,-259.9844,264.3971,
0.3448486,-2.62146,-6.256104,-3.673096,-421.7166,426.1667,
20.27817,177.124,-11.29761,165.5978,-513.3326,537.4973,
-20.00275,-241.3605,0,0,0,0,
52.53372,236.409,-149.5483,284.4919,-45.07645,-3517.859,
-23.41766,-232.7408,60.672,107.4417,2.275848,14.51498,
27.94113,-67.04865,21.59424,99.81689,0.6278992,25.16741,
-39.07776,33.59375,43.24646,32.54761,1.637726,6.208873,
-17.97943,29.78668,24.03564,0,0,0,
0,0,0,0,0,0,
0,0,0,0,0,0,
166.8343,-326.5778,74.59717,-3331.127,57.71286,59.4001,
-166.8343,326.5778,-74.59717,0,0,0,
