hips_JNTa_x,hips_JNTa_y,hips_JNTa_z,hips_JNTw_x,hips_JNTw_y,hips_JNTw_z,
35.04028,-13.83362,-17.65137,-2.68926,11.90613,14.75801,
-15.20386,5.273438,27.16217,-2.663208,8.621674,14.39798,
-16.79077,2.22168,2.981567,-2.590775,7.524567,13.97936,
64.9292,-11.50513,-25.79651,-4.139762,8.363037,24.59295,
105.188,-11.61194,-51.7868,-7.019488,11.53122,43.66299,
-103.3875,12.34436,50.58899,3594.943,7.205048,31.32524,
-75.85449,35.70251,49.24164,-3.258362,1.086121,19.07001,
21.16089,0.7171631,-4.222107,-4.205627,0.01403809,23.53073,
-52.93579,-38.89465,31.33545,-2.857666,-1.933746,14.20599,
-12.13379,-0.5218506,6.541443,-2.481384,-2.510986,11.97777,
-13.42773,-1.306152,10.3653,-2.028198,-4.045868,8.480148,
-2.593994,-0.02441406,0.6851196,-1.938477,-3.966217,8.270111,
18.03589,5.932617,5.65033,-0.7125854,-10.9726,12.5016,
-22.2229,-5.895996,-1.367188,-0.1785278,-7.490997,8.303528,
-26.16577,-11.30371,-13.36823,1.773071,-2.281799,1.590614,
-11.87134,0.2227783,8.804321,0.7995605,-1.037598,0.7149887,
-2.276611,-13.64746,-10.89478,2.582703,-0.275116,-0.8277893,
-8.044434,-5.886841,0.3265381,2.809753,0.7940674,-2.007561,
-21.38672,-8.053589,3.114319,2.519531,2.247162,-5.429497,
-2.801514,-0.6958008,0.5889893,2.471008,2.394409,-5.79895,
-98.98071,17.46216,2.835083,4.328003,4.429169,-22.68448,
-22.95532,11.90186,5.990601,4.333801,4.259033,-24.90313,
25.37842,-4.055786,16.19873,-3597.103,0.9162903,-19.40184,
5.480957,-1.904297,8.416748,2.335573,-0.6054688,-17.45621,
10.2417,1.190186,-0.1678467,2.208641,-1.572723,-16.17506,
-22.25342,-1.403809,6.17218,2.74433,-3.187103,-19.77116,
-27.92358,-11.49902,11.57227,3.249973,-5.248718,-22.48692,
78.62549,3.991699,-16.47949,1.566579,-3.176727,-10.50064,
-69.39087,2.301025,18.71033,2.440199,-7.305298,-17.2965,
-127.4109,18.67676,43.56842,3.16978,-17.3645,-25.86374,
132.1228,-31.14014,-11.77368,0.8360183,-10.26443,-12.09238,
60.53467,-2.603149,-30.83038,-0.3369021,-6.335754,-4.795542,
-4.504395,-0.3723145,4.406738,-0.5163348,-6.580963,-5.088644,
-47.2168,-5.62439,39.21967,-1.670959,-10.05142,-8.357143,
42.98096,9.790039,-24.93439,-1.233777,-6.630707,-5.986729,
